Date,Month,Store_ID,Store_Name,Region,Format,Footfall,Transactions,Conversion_Rate,Basket_Size_VND,Units_Per_Transaction,Avg_Selling_Price_VND,Revenue_Target_VND,Revenue_Actual_VND,Gross_Margin_Rate,Shrinkage_Amt_VND,Shrinkage_Rate,Operating_Cost_VND,Operating_Cost_Rate,Labor_Hours,OT_Hours,Productivity_VND_per_Labor_Hour,Productivity_Target_VND_per_Labor_Hour,Attendance_Rate,Audit_Score,Stock_Availability_Rate,NPS,Complaints,On_Time_Opening_Flag,Target_Attainment_Pct
2025-05-13,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1544,316,0.2049,231999,3.62,64088,73056169,73311684,0.1942,447201,0.0061,9310584,0.127,142,9.1,516279,380916,0.9717,88.3,0.9574,70.1,7,1,1.0035
2025-05-13,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,740,197,0.2657,333501,2.89,115398,69633626,65699697,0.2085,282509,0.0043,8968009,0.1365,77,2.7,853243,337040,0.9818,95.4,0.9866,61.0,5,1,0.9435
2025-05-13,2025-05-01,S009,Can Tho Market,South,Convenience Plus,1000,220,0.2203,275002,4.23,65012,58129520,60500440,0.2444,175451,0.0029,9147667,0.1512,88,9.0,687505,284862,0.9473,90.0,0.9784,67.5,0,1,1.0408
2025-05-13,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1546,388,0.2511,263720,2.4,109883,102537974,102323360,0.231,746961,0.0073,14202482,0.1388,127,16.2,805696,506001,0.9427,91.1,0.9648,56.6,5,1,0.9979
2025-05-14,2025-05-01,S001,Vincom Central,South,Hypermarket,2004,434,0.2163,281595,2.5,112638,115337606,122212230,0.1996,501070,0.0041,15203201,0.1244,220,3.8,555510,662964,0.9808,92.1,0.9825,69.5,1,1,1.0596
2025-05-14,2025-05-01,S002,District 7 Hub,South,Supermarket,997,230,0.2308,245227,2.94,83411,57951272,56402210,0.1842,383535,0.0068,7242044,0.1284,132,3.1,427289,366956,0.9788,89.8,0.9787,67.9,3,1,0.9733
2025-05-14,2025-05-01,S003,Thu Duc Family,South,Supermarket,1663,375,0.2255,323281,4.15,77899,106723418,121230375,0.2098,981966,0.0081,16511577,0.1362,138,12.8,878481,361703,0.9968,91.9,0.9596,66.7,3,1,1.1359
2025-05-14,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2341,610,0.2604,332013,4.42,75116,194358697,202527930,0.216,1356937,0.0067,23594504,0.1165,241,10.0,840365,608236,0.9865,95.2,0.9904,77.3,3,1,1.042
2025-05-14,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1054,196,0.1862,258063,3.38,76350,54178259,50580348,0.2111,308540,0.0061,6008945,0.1188,121,6.8,418019,371390,0.9574,86.7,0.9826,76.1,0,1,0.9336
2025-05-14,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1798,422,0.2345,254811,2.54,100319,106776777,107530242,0.2465,741959,0.0069,13226220,0.123,134,7.8,802464,454800,0.9787,96.0,0.9785,63.1,3,1,1.0071
2025-05-14,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1496,321,0.2146,227270,3.22,70581,73056169,72953670,0.1985,328292,0.0045,9943585,0.1363,128,1.5,569951,380916,0.9789,93.1,0.9887,78.1,2,1,0.9986
2025-05-14,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,772,189,0.2449,328250,2.67,122940,69633626,62039250,0.2169,291584,0.0047,8245016,0.1329,74,4.0,838368,337040,0.9682,88.8,0.963,73.3,3,1,0.8909
2025-05-14,2025-05-01,S009,Can Tho Market,South,Convenience Plus,904,184,0.2036,281935,3.13,90075,58129520,51876040,0.2274,129690,0.0025,7594652,0.1464,93,11.6,557807,284862,0.9765,91.8,0.9746,68.3,1,1,0.8924
2025-05-14,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1589,414,0.2606,256665,3.73,68811,102537974,106259310,0.2134,850074,0.008,14419388,0.1357,125,13.4,850074,506001,0.964,86.0,0.9902,72.0,6,1,1.0363
2025-05-15,2025-05-01,S001,Vincom Central,South,Hypermarket,1726,332,0.1925,312507,2.42,129135,115337606,103752324,0.2137,487636,0.0047,14027314,0.1352,214,4.0,484824,662964,0.9637,88.6,0.9652,83.0,2,1,0.8996
2025-05-15,2025-05-01,S002,District 7 Hub,South,Supermarket,996,228,0.2286,242525,4.47,54256,57951272,55295700,0.1841,364952,0.0066,7354328,0.133,144,11.3,383998,366956,0.9496,89.4,0.9716,60.5,4,1,0.9542
2025-05-15,2025-05-01,S003,Thu Duc Family,South,Supermarket,1412,306,0.2165,318112,4.1,77588,106723418,97342272,0.2102,846878,0.0087,13569513,0.1394,136,10.6,715752,361703,0.9638,84.6,0.9694,68.3,4,1,0.9121
2025-05-15,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2236,628,0.2808,350681,3.1,113123,194358697,220227668,0.2108,1519571,0.0069,27990937,0.1271,231,6.1,953367,608236,0.9713,85.1,0.9688,73.8,3,1,1.1331
2025-05-15,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1074,200,0.1864,268788,3.06,87839,54178259,53757600,0.2073,198903,0.0037,6402530,0.1191,125,4.0,430061,371390,0.951,91.0,0.9739,73.2,3,1,0.9922
2025-05-15,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1739,382,0.2196,245102,2.43,100865,106776777,93628964,0.263,674129,0.0072,11198024,0.1196,136,6.0,688448,454800,0.96,89.6,0.9731,84.4,2,1,0.8769
2025-05-15,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1454,298,0.2048,230113,3.45,66699,73056169,68573674,0.188,384013,0.0056,8016262,0.1169,133,4.6,515592,380916,0.9911,91.9,0.9718,67.0,2,1,0.9386
2025-05-15,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,733,201,0.2741,304659,4.49,67853,69633626,61236459,0.2028,281688,0.0046,8046471,0.1314,79,7.4,775145,337040,0.9818,86.2,0.9724,62.5,2,1,0.8794
2025-05-15,2025-05-01,S009,Can Tho Market,South,Convenience Plus,963,198,0.2059,306711,3.44,89160,58129520,60728778,0.2376,224696,0.0037,8611341,0.1418,83,6.3,731672,284862,0.9764,92.6,0.9754,76.3,0,1,1.0447
2025-05-15,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1460,369,0.2529,252459,2.89,87356,102537974,93157371,0.213,773206,0.0083,11355884,0.1219,118,3.0,789469,506001,0.999,89.7,0.975,72.2,1,1,0.9085
2025-05-16,2025-05-01,S001,Vincom Central,South,Hypermarket,2069,414,0.2,285859,4.2,68062,115337606,118345626,0.1979,804750,0.0068,14556512,0.123,226,13.5,523653,662964,0.9679,84.6,0.9611,57.5,6,1,1.0261
2025-05-16,2025-05-01,S002,District 7 Hub,South,Supermarket,1111,282,0.2536,233952,2.8,83554,57951272,65974464,0.2035,356262,0.0054,8880163,0.1346,138,9.0,478076,366956,0.9809,84.0,0.9777,77.1,1,1,1.1384
2025-05-16,2025-05-01,S003,Thu Duc Family,South,Supermarket,1632,343,0.2102,318141,3.93,80952,106723418,109122363,0.1944,698383,0.0064,14796992,0.1356,125,3.6,872979,361703,0.9774,94.4,0.9723,71.4,3,1,1.0225
2025-05-16,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2050,573,0.2794,347578,3.39,102530,194358697,199162194,0.2201,1513633,0.0076,23859631,0.1198,232,10.7,858458,608236,0.9821,90.7,0.971,61.7,4,1,1.0247
2025-05-16,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1100,206,0.1875,252901,3.95,64026,54178259,52097606,0.2046,281327,0.0054,6210035,0.1192,117,3.5,445279,371390,0.999,91.2,0.9687,67.3,1,1,0.9616
2025-05-16,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1899,421,0.2218,273118,3.73,73222,106776777,114982678,0.2662,735889,0.0064,13878409,0.1207,131,7.4,877730,454800,0.9936,91.7,0.9704,77.6,2,1,1.0769
2025-05-16,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1432,297,0.2075,254174,2.98,85293,73056169,75489678,0.1863,339704,0.0045,10191107,0.135,139,5.1,543091,380916,0.991,92.3,0.9921,76.4,4,1,1.0333
2025-05-16,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,772,213,0.2755,334256,3.29,101598,69633626,71196528,0.2196,420060,0.0059,10950026,0.1538,79,5.1,901222,337040,0.9893,86.9,0.9689,60.0,3,1,1.0224
2025-05-16,2025-05-01,S009,Can Tho Market,South,Convenience Plus,914,190,0.208,300834,3.67,81971,58129520,57158460,0.2298,302940,0.0053,8613780,0.1507,83,5.7,688656,284862,0.9702,85.5,0.9836,69.9,4,1,0.9833
2025-05-16,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1541,385,0.2498,248407,3.95,62888,102537974,95636695,0.221,822476,0.0086,12930081,0.1352,117,7.0,817408,506001,0.9853,88.1,0.9741,67.2,3,1,0.9327
2025-05-17,2025-05-01,S001,Vincom Central,South,Hypermarket,2351,458,0.1949,316809,3.33,95138,135976968,145098522,0.2165,580394,0.004,18732219,0.1291,232,15.6,625425,662964,0.9486,89.2,0.9733,63.9,3,1,1.0671
2025-05-17,2025-05-01,S002,District 7 Hub,South,Supermarket,1213,304,0.2507,250692,3.25,77136,68321500,76210368,0.1981,495367,0.0065,8566045,0.1124,154,4.8,494873,366956,0.9589,87.5,0.9717,62.4,1,1,1.1155
2025-05-17,2025-05-01,S003,Thu Duc Family,South,Supermarket,2001,446,0.2227,353219,4.27,82721,125821293,157535674,0.2137,1086996,0.0069,20747448,0.1317,149,17.9,1057286,361703,0.9553,85.1,0.9769,68.1,4,1,1.2521
2025-05-17,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2750,765,0.2784,355041,3.3,107588,229138675,271606365,0.2068,2091369,0.0077,33923635,0.1249,246,2.6,1104091,608236,0.9815,85.5,0.9696,63.5,4,1,1.1853
2025-05-17,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1217,261,0.2145,277934,2.58,107726,63873316,72540774,0.227,398974,0.0055,9597144,0.1323,144,17.4,503755,371390,0.982,83.1,0.9625,61.5,5,1,1.1357
2025-05-17,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,2116,530,0.2503,254702,3.33,76487,125884200,134992060,0.266,985442,0.0073,19168873,0.142,134,5.3,1007403,454800,0.9609,87.1,0.9695,68.5,2,1,1.0724
2025-05-17,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1842,372,0.2019,244233,3.91,62464,86129379,90854676,0.1966,463359,0.0051,11293236,0.1243,144,14.0,630935,380916,0.9654,86.9,0.9667,50.8,4,0,1.0549
2025-05-17,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,986,257,0.2608,329608,4.59,71810,82094381,84709256,0.2102,372721,0.0044,12875807,0.152,82,7.5,1033040,337040,0.9795,89.8,0.964,66.6,3,1,1.0319
2025-05-17,2025-05-01,S009,Can Tho Market,South,Convenience Plus,1196,265,0.2215,303162,3.59,84446,68531644,80337930,0.2371,273149,0.0034,12291703,0.153,95,10.9,845662,284862,0.9336,88.4,0.9674,66.3,3,1,1.1723
2025-05-17,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1930,529,0.2741,258929,3.24,79916,120886874,136973441,0.2308,931419,0.0068,15765643,0.1151,125,9.8,1095788,506001,0.9826,87.4,0.9732,65.7,1,1,1.1331
2025-05-18,2025-05-01,S001,Vincom Central,South,Hypermarket,2380,536,0.2252,303087,3.06,99048,135976968,162454632,0.2059,617328,0.0038,19965674,0.1229,222,4.1,731778,662964,0.9716,88.8,0.9724,78.9,2,1,1.1947
2025-05-18,2025-05-01,S002,District 7 Hub,South,Supermarket,1204,294,0.2441,228996,4.31,53131,68321500,67324824,0.1872,424146,0.0063,9452405,0.1404,160,11.3,420780,366956,0.9624,92.6,0.979,64.0,2,1,0.9854
2025-05-18,2025-05-01,S003,Thu Duc Family,South,Supermarket,1648,358,0.2172,352915,2.6,135737,125821293,126343570,0.2035,1010749,0.008,16437298,0.1301,135,7.3,935878,361703,0.999,90.6,0.9683,68.8,0,1,1.0042
2025-05-18,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2437,665,0.2729,374779,2.93,127911,229138675,249228035,0.2047,1769519,0.0071,31228273,0.1253,237,8.2,1051595,608236,0.9917,92.6,0.9882,74.8,6,1,1.0877
2025-05-18,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1254,239,0.191,256364,4.6,55731,63873316,61270996,0.2195,220576,0.0036,8602448,0.1404,120,1.4,510592,371390,0.9908,85.2,0.9752,76.1,3,1,0.9593
2025-05-18,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1891,452,0.2388,276665,4.47,61894,125884200,125052580,0.2499,912884,0.0073,16832077,0.1346,135,8.2,926315,454800,0.9704,91.8,0.9854,62.4,2,1,0.9934
2025-05-18,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1723,361,0.2095,237470,4.06,58490,86129379,85726670,0.187,351479,0.0041,11487374,0.134,156,16.7,549530,380916,0.956,94.6,0.985,74.8,1,1,0.9953
2025-05-18,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,977,276,0.2824,348737,3.01,115859,82094381,96251412,0.1978,606384,0.0063,14957469,0.1554,87,9.4,1106338,337040,0.9687,92.0,0.9688,68.1,0,1,1.1724
2025-05-18,2025-05-01,S009,Can Tho Market,South,Convenience Plus,1031,215,0.2082,323140,3.28,98518,68531644,69475100,0.2308,270953,0.0039,9191556,0.1323,84,2.6,827085,284862,0.9705,90.2,0.9661,64.3,3,1,1.0138
2025-05-18,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1682,425,0.2528,288197,4.53,63620,120886874,122483725,0.2309,1102354,0.009,14367341,0.1173,126,9.6,972093,506001,0.9634,86.6,0.9738,67.2,0,1,1.0132
2025-05-19,2025-05-01,S001,Vincom Central,South,Hypermarket,1792,396,0.2208,313364,3.65,85853,115337606,124092144,0.2049,595642,0.0048,16119570,0.1299,214,1.6,579870,662964,0.9731,91.5,0.9648,60.0,3,1,1.0759
2025-05-19,2025-05-01,S002,District 7 Hub,South,Supermarket,1033,242,0.2341,224880,3.62,62122,57951272,54420960,0.1915,266663,0.0049,6617589,0.1216,141,11.0,385964,366956,0.9868,89.7,0.9637,59.7,5,1,0.9391
2025-05-19,2025-05-01,S003,Thu Duc Family,South,Supermarket,1374,287,0.2087,350225,2.95,118720,106723418,100514575,0.208,663396,0.0066,12735197,0.1267,120,4.6,837621,361703,0.9683,91.6,0.9621,66.2,2,0,0.9418
2025-05-19,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,1839,479,0.2605,351383,3.85,91268,194358697,168312457,0.213,1178187,0.007,20853913,0.1239,227,17.5,741465,608236,0.9449,92.5,0.9755,68.0,0,0,0.866
2025-05-19,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1110,203,0.1829,248183,2.44,101714,54178259,50381149,0.2155,226715,0.0045,6796417,0.1349,121,7.1,416373,371390,0.9562,87.1,0.9881,81.1,0,1,0.9299
2025-05-19,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1608,386,0.2401,268997,3.93,68447,106776777,103832842,0.2532,477631,0.0046,15367261,0.148,144,13.5,721061,454800,0.9888,90.8,0.9727,72.2,1,1,0.9724
2025-05-19,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1378,308,0.2232,227351,4.48,50748,73056169,70024108,0.1946,406140,0.0058,9474262,0.1353,133,3.0,526497,380916,0.9624,87.3,0.9937,57.5,1,1,0.9585
2025-05-19,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,753,187,0.2487,300661,3.44,87401,69633626,56223607,0.2062,286740,0.0051,8208647,0.146,82,7.5,685654,337040,0.9672,88.3,0.9671,66.1,1,1,0.8074
2025-05-19,2025-05-01,S009,Can Tho Market,South,Convenience Plus,949,214,0.2255,284376,4.26,66755,58129520,60856464,0.2346,231255,0.0038,9329296,0.1533,85,4.7,715958,284862,0.9716,85.6,0.9733,77.6,6,1,1.0469
2025-05-19,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1326,318,0.2395,265101,2.83,93675,102537974,84302118,0.2144,531103,0.0063,11827587,0.1403,121,9.5,696712,506001,0.9282,88.7,0.9827,73.3,3,1,0.8222
2025-05-20,2025-05-01,S001,Vincom Central,South,Hypermarket,1962,416,0.212,298731,3.53,84626,115337606,124272096,0.1998,410098,0.0033,16478480,0.1326,223,13.2,557274,662964,0.9586,89.1,0.9721,66.7,0,1,1.0775
2025-05-20,2025-05-01,S002,District 7 Hub,South,Supermarket,1039,235,0.2261,238599,3.58,66648,57951272,56070765,0.2009,252318,0.0045,6375246,0.1137,140,2.5,400505,366956,0.97,85.5,0.9957,74.2,5,1,0.9676
2025-05-20,2025-05-01,S003,Thu Duc Family,South,Supermarket,1542,295,0.1911,352626,3.63,97142,106723418,104024670,0.2122,696965,0.0067,13887293,0.1335,124,5.1,838909,361703,0.9572,91.6,0.9749,67.0,5,1,0.9747
2025-05-20,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2168,547,0.2524,358176,3.52,101755,194358697,195922272,0.2101,1704524,0.0087,23334343,0.1191,224,6.9,874653,608236,0.9621,88.1,0.9737,66.4,1,1,1.008
2025-05-20,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1099,203,0.1846,251645,3.82,65876,54178259,51083935,0.2228,240094,0.0047,7320328,0.1433,119,2.6,429277,371390,0.9803,90.5,0.9578,67.9,2,1,0.9429
2025-05-20,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1942,432,0.2223,278326,3.97,70107,106776777,120236832,0.2497,805587,0.0067,15775072,0.1312,140,18.0,858835,454800,0.9843,92.6,0.974,78.6,0,1,1.1261
2025-05-20,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1569,328,0.2093,246769,3.01,81983,73056169,80940232,0.2045,380419,0.0047,9931366,0.1227,145,11.2,558208,380916,0.9671,83.4,0.9726,76.1,3,1,1.1079
2025-05-20,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,800,212,0.2656,339265,3.99,85029,69633626,71924180,0.2057,460315,0.0064,10716703,0.149,82,6.8,877124,337040,0.9593,89.7,0.9852,72.9,1,1,1.0329
2025-05-20,2025-05-01,S009,Can Tho Market,South,Convenience Plus,1022,213,0.2084,293113,4.52,64848,58129520,62433069,0.2405,243489,0.0039,9302527,0.149,83,2.8,752206,284862,0.9724,88.5,0.9863,64.3,7,1,1.074
2025-05-20,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1639,406,0.2478,255246,2.6,98172,102537974,103629876,0.2267,746135,0.0072,12466674,0.1203,117,4.3,885725,506001,0.9912,87.1,0.9711,63.7,3,1,1.0106
2025-05-21,2025-05-01,S001,Vincom Central,South,Hypermarket,1757,368,0.2096,275894,4.59,60108,115337606,101528992,0.2143,538104,0.0053,11787516,0.1161,206,1.9,492859,662964,0.9639,86.7,0.9804,70.0,2,1,0.8803
2025-05-21,2025-05-01,S002,District 7 Hub,South,Supermarket,1024,256,0.2503,239883,4.3,55787,57951272,61410048,0.1964,276345,0.0045,7424475,0.1209,143,7.5,429441,366956,0.9645,86.8,0.9702,76.5,1,1,1.0597
2025-05-21,2025-05-01,S003,Thu Duc Family,South,Supermarket,1453,290,0.1997,350662,3.47,101055,106723418,101691980,0.2027,640659,0.0063,15640227,0.1538,128,12.2,794469,361703,0.9425,92.4,0.9824,70.7,4,1,0.9529
2025-05-21,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,1918,516,0.269,321050,3.22,99705,194358697,165661800,0.2213,1159633,0.007,19167070,0.1157,223,5.4,742878,608236,0.9694,88.3,0.983,74.8,1,1,0.8524
2025-05-21,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1134,220,0.1937,242124,3.57,67822,54178259,53267280,0.2185,175782,0.0033,6455994,0.1212,118,6.2,451418,371390,0.9584,85.5,0.9806,77.2,1,1,0.9832
2025-05-21,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1852,411,0.2219,245735,3.2,76792,106776777,100997085,0.2467,565584,0.0056,13503310,0.1337,133,3.4,759377,454800,0.9673,90.5,0.9806,62.6,6,1,0.9459
2025-05-21,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1551,348,0.2242,225328,3.77,59769,73056169,78414144,0.194,368546,0.0047,10123266,0.1291,129,3.6,607862,380916,0.9968,92.4,0.9594,75.1,5,1,1.0733
2025-05-21,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,873,214,0.2456,313259,3.63,86297,69633626,67037426,0.212,429040,0.0064,9747242,0.1454,77,4.5,870616,337040,0.9561,81.0,0.9746,66.9,4,1,0.9627
2025-05-21,2025-05-01,S009,Can Tho Market,South,Convenience Plus,950,191,0.2011,306647,3.02,101539,58129520,58569577,0.2351,146424,0.0025,8234883,0.1406,90,9.9,650773,284862,0.9767,90.2,0.9819,76.9,5,1,1.0076
2025-05-21,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1423,380,0.2668,250837,3.32,75553,102537974,95318060,0.2137,705354,0.0074,11752717,0.1233,106,0,899227,506001,0.9644,88.3,0.9838,73.6,2,1,0.9296
2025-05-22,2025-05-01,S001,Vincom Central,South,Hypermarket,1945,387,0.1992,277475,4.5,61661,115337606,107382825,0.2115,279195,0.0026,13315470,0.124,211,2.8,508923,662964,0.9779,91.5,0.9707,72.9,0,1,0.931
2025-05-22,2025-05-01,S002,District 7 Hub,South,Supermarket,1051,243,0.2316,224292,2.86,78424,57951272,54502956,0.1943,343369,0.0063,7472355,0.1371,135,3.2,403726,366956,0.9611,92.7,0.9872,72.9,3,1,0.9405
2025-05-22,2025-05-01,S003,Thu Duc Family,South,Supermarket,1741,367,0.2109,324927,3.41,95287,106723418,119248209,0.2072,906286,0.0076,17326765,0.1453,137,12.6,870425,361703,0.9657,82.6,0.9857,63.9,2,1,1.1174
2025-05-22,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2169,572,0.2638,326135,2.92,111690,194358697,186549220,0.223,1641633,0.0088,25258764,0.1354,230,4.9,811084,608236,0.964,84.5,0.966,76.6,2,1,0.9598
2025-05-22,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1226,252,0.2053,267537,4.16,64312,54178259,67419324,0.2053,316871,0.0047,9620738,0.1427,123,10.6,548125,371390,0.9652,95.4,0.9804,78.6,1,1,1.2444
2025-05-22,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1701,406,0.2388,270144,2.87,94127,106776777,109678464,0.2625,570328,0.0052,14126586,0.1288,126,5.2,870464,454800,0.9812,98,0.9732,68.0,3,1,1.0272
2025-05-22,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1620,363,0.224,236482,4.29,55124,73056169,85842966,0.1969,369125,0.0043,10198144,0.1188,138,14.9,622050,380916,0.9672,92.3,0.9899,74.2,1,1,1.175
2025-05-22,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,871,213,0.2448,304671,3.92,77722,69633626,64894923,0.1975,330964,0.0051,9565512,0.1474,83,13.8,781867,337040,0.9594,89.5,0.9744,80.9,1,1,0.9319
2025-05-22,2025-05-01,S009,Can Tho Market,South,Convenience Plus,922,196,0.2127,305053,3.46,88166,58129520,59790388,0.2468,197308,0.0033,8777229,0.1468,89,9.2,671802,284862,0.9767,88.1,0.973,81.8,4,1,1.0286
2025-05-22,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1440,371,0.2575,255201,2.46,103740,102537974,94679571,0.2276,785840,0.0083,11105914,0.1173,106,0,893204,506001,0.9584,90.3,0.9744,70.0,5,1,0.9234
2025-05-23,2025-05-01,S001,Vincom Central,South,Hypermarket,1835,355,0.1934,277656,4.35,63829,115337606,98567880,0.2073,305560,0.0031,11335306,0.115,209,4.0,471617,662964,0.999,88.3,0.9678,76.8,3,1,0.8546
2025-05-23,2025-05-01,S002,District 7 Hub,South,Supermarket,1056,250,0.2372,224643,3.77,59587,57951272,56160750,0.1992,263956,0.0047,6301236,0.1122,135,0,416006,366956,0.9762,92.7,0.9787,68.5,2,1,0.9691
2025-05-23,2025-05-01,S003,Thu Duc Family,South,Supermarket,1529,314,0.2055,346278,3.21,107875,106723418,108731292,0.1974,630641,0.0058,14319911,0.1317,130,5.4,836395,361703,0.9602,89.0,0.9734,71.5,2,1,1.0188
2025-05-23,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2037,581,0.2851,350521,4.15,84463,194358697,203652701,0.2245,1588491,0.0078,22809103,0.112,229,7.1,889313,608236,0.9878,86.3,0.9877,68.1,1,1,1.0478
2025-05-23,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1119,241,0.2157,262280,3.66,71661,54178259,63209480,0.2148,297085,0.0047,8830364,0.1397,125,14.8,505676,371390,0.9513,86.5,0.9686,68.4,8,1,1.1667
2025-05-23,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,1824,443,0.2426,245203,3.02,81193,106776777,108624929,0.263,868999,0.008,14273316,0.1314,132,10.8,822916,454800,0.9636,86.8,0.9582,73.9,6,1,1.0173
2025-05-23,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1308,255,0.195,242218,3.95,61321,73056169,61765590,0.2023,253239,0.0041,7047454,0.1141,126,4.6,490203,380916,0.97,87.2,0.9768,66.0,2,1,0.8455
2025-05-23,2025-05-01,S008,Hue Riverside,Central,Convenience Plus,805,209,0.2597,331749,4.42,75056,69633626,69335541,0.2014,436814,0.0063,9540570,0.1376,80,6.0,866694,337040,0.9913,87.0,0.9878,69.3,2,1,0.9957
2025-05-23,2025-05-01,S009,Can Tho Market,South,Convenience Plus,955,208,0.2177,300846,2.54,118443,58129520,62575968,0.2394,206501,0.0033,9586638,0.1532,84,4.7,744952,284862,0.9597,88.5,0.98,64.4,2,1,1.0765
2025-05-23,2025-05-01,S010,Bien Hoa Value,South,Supermarket,1331,341,0.2564,261209,2.57,101638,102537974,89072269,0.2279,810558,0.0091,11080590,0.1244,120,5.3,742269,506001,0.9643,86.0,0.9683,79.0,1,1,0.8687
2025-05-24,2025-05-01,S001,Vincom Central,South,Hypermarket,2199,452,0.2054,304430,2.99,101816,135976968,137602360,0.2137,509129,0.0037,16099476,0.117,239,12.6,575742,662964,0.9444,93.2,0.9559,73.1,3,1,1.012
2025-05-24,2025-05-01,S002,District 7 Hub,South,Supermarket,1240,310,0.2498,227894,2.58,88331,68321500,70647140,0.1897,374430,0.0053,8894475,0.1259,154,9.6,458748,366956,0.9836,90.7,0.9691,56.3,3,1,1.034
2025-05-24,2025-05-01,S003,Thu Duc Family,South,Supermarket,1795,369,0.2057,359031,4.35,82536,125821293,132482439,0.2019,953874,0.0072,20057841,0.1514,146,12.8,907414,361703,0.9772,90.4,0.9669,66.1,2,1,1.0529
2025-05-24,2025-05-01,S004,Ha Noi Prime,North,Hypermarket,2687,710,0.2643,335928,2.56,131222,229138675,238508880,0.211,1931922,0.0081,26808398,0.1124,255,12.0,935329,608236,0.9678,90.2,0.9771,77.5,3,1,1.0409
2025-05-24,2025-05-01,S005,Cau Giay Fresh,North,Supermarket,1350,289,0.2143,254470,3.29,77347,63873316,73541830,0.216,235334,0.0032,9192729,0.125,130,10.4,565706,371390,0.9519,90.4,0.9748,71.1,4,1,1.1514
2025-05-24,2025-05-01,S006,Hai Phong Gateway,North,Supermarket,2248,513,0.2281,289970,2.74,105828,125884200,148754610,0.2512,773524,0.0052,20691766,0.1391,147,8.4,1011936,454800,0.9647,87.5,0.9873,63.5,3,1,1.1817
2025-05-24,2025-05-01,S007,Da Nang Beachside,Central,Supermarket,1665,326,0.1958,242231,3.67,66003,86129379,78967306,0.1952,513287,0.0065,9436593,0.1195,136,5.9,580642,380916,0.9629,89.0,0.9645,80.1,3,1,0.9168
